StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
her.27.28,2019,https://doi.org/10.17895/ices.advice.4749,https://asd.ices.dk/viewAdvice/2515,Advice,29/05/2019,01/01/2020,31/12/2020,30382,35094,23395,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; the catches in 2020 that correspond to the F ranges in the plan are between 23 395 tonnes and 35 094 tonnes. According to the MAP; catches higher than those corresponding to FMSY (30 382 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. This advice applies to all catches from the stock in subdivisions 28.1 and 28.2.,FMSYranges,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2515,10404
ple.27.21-23,2019,https://doi.org/10.17895/ices.advice.4751,https://asd.ices.dk/viewAdvice/2516,Advice,29/05/2019,01/01/2020,31/12/2020,10636,,,,,,t,In the context of the EU multiannual plan for the Baltic; which considers this stock to be bycatch; the EC has requested that ICES provide advice based on the precautionary approach. ICES advises that catches of up to 10 636 tonnes are considered to be precautionary.,PA,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2516,13106
spr.27.22-32,2019,https://doi.org/10.17895/ices.advice.4754,https://asd.ices.dk/viewAdvice/2517,Advice,29/05/2019,01/01/2020,31/12/2020,225786,233704,169965,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; catches in 2020 that correspond to the F ranges in the plan are between 169 965 tonnes and 233 704 tonnes. According to the MAP; catches higher than those corresponding to FMSY (225 786 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,FMSYranges,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2517,12942
bzq.27.2425,2021,https://doi.org/10.17895/ices.advice.7928,https://asd.ices.dk/viewAdvice/2518,Advice,28/05/2021,01/01/2022,31/12/2022,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for this stock.,FMSYranges,Catches,,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2518,14548
bzq.27.2628,2021,https://doi.org/10.17895/ices.advice.7929,https://asd.ices.dk/viewAdvice/2519,Advice,28/05/2021,01/01/2022,31/12/2022,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for this stock for 2022.,FMSYranges,Catches,,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2519,14549
tur.27.22-32,2021,https://doi.org/10.17895/ices.advice.7877,https://asd.ices.dk/viewAdvice/2520,Advice,28/05/2021,01/01/2022,31/12/2022,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for this stock.,FMSYranges,Landings,,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2520,14145
sol.27.20-24,2021,https://doi.org/10.17895/ices.advice.7858,https://asd.ices.dk/viewAdvice/2521,Advice,30/06/2021,01/01/2022,31/12/2022,723,723,544,,,,t,"ICES advises that when the EU multiannual plan (MAP) for the North Sea and adjacent waters is applied; catches in 2022 that correspond to the F ranges in the plan are between 544 tonnes and 723 tonnes. The entire range is considered precautionary when applying ICES advice rule. ",FMSYranges,Catches,,1,,,https://eur-lex.europa.eu/eli/reg/2018/973/oj,EU,,2521,15602
bll.27.22-32,2020,https://doi.org/10.17895/ices.advice.5774,https://asd.ices.dk/viewAdvice/2522,Advice,29/05/2020,01/01/2021,31/12/2023,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for this stock for 2021; 2022; or 2023.  Note: This advice is abbreviated due to the Covid-19 disruption. The previous advice issued in 2017 is attached as Annex 1.,NoAdv,NoAd,,3,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,EU,,2522,13692
bwp.27.2729-32,2020,https://doi.org/10.17895/ices.advice.5771,https://asd.ices.dk/viewAdvice/2523,Advice,29/05/2020,01/01/2021,31/12/2021,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for this stock for 2021.  Note: This advice is abbreviated due to the Covid-19 disruption. The previous advice issued in 2017 is attached as Annex 1.,NoAdv,NoAd,,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2523,13341
dab.27.22-32,2020,https://doi.org/10.17895/ices.advice.5776,https://asd.ices.dk/viewAdvice/2524,Advice,03/06/2020,01/01/2021,31/12/2023,NA,,,,,,t,"ICES has not been requested to provide advice on fishing opportunities for this stock for 2021; 2022; or 2023.  Note: This advice is abbreviated due to the Covid-19 disruption. The previous advice issued in 2017 is attached as Annex 1. ",FMSYranges,Catches,,3.2,,,,,,2524,13701
ple.27.24-32,2020,https://doi.org/10.17895/ices.advice.5871,https://asd.ices.dk/viewAdvice/2527,Advice,29/05/2020,01/01/2021,31/12/2021,3297,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2021 should be no more than 3297 tonnes.  Note: This advice is abbreviated due to the Covid-19 disruption. Last year’s advice is attached as Annex 1.,PA,Catches,,3,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2527,13395
cod.27.21,2020,https://doi.org/10.17895/ices.advice.5903,https://asd.ices.dk/viewAdvice/2528,Advice,30/06/2020,01/01/2021,31/12/2021,0,,,,,,t,"ICES advises that when the precautionary approach is applied; there should be zero catch in 2021.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1. ",PA,Catches,,3.12,,,,,,2528,13838
sol.27.20-24,2020,https://doi.org/10.17895/ices.advice.5854,https://asd.ices.dk/viewAdvice/2529,Advice,30/06/2020,01/01/2021,31/12/2021,596,596,502,,,,t,"ICES advises that when the EU multiannual plan (MAP) for the North Sea and adjacent waters is applied; catches in 2021 that correspond to the F ranges in the plan are between 502 tonnes and 665 tonnes. According to the MAP; catches higher than those corresponding to FMSY (596 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1. ",FMSYranges,Catches,,1,,,https://eur-lex.europa.eu/eli/reg/2018/973/oj,EU,,2529,13828
cod.27.24-32,2019,https://doi.org/10.17895/ices.advice.4747,https://asd.ices.dk/viewAdvice/2530,Advice,29/05/2019,01/01/2020,31/12/2020,0,,,,,,t,ICES advices that when the precautionary approach is applied; there should be zero catch in 2020. This advice applies to all catches from the stock in subdivisions 24–32.,PA,Catches,EC,3,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2530,12941
her.27.3031,2019,https://doi.org/10.17895/ices.advice.4750,https://asd.ices.dk/viewAdvice/2532,Advice,29/05/2019,01/01/2020,31/12/2020,65018,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2020 should be no more than 65 018 tonnes.,PA,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2532,12738
ple.27.24-32,2019,https://doi.org/10.17895/ices.advice.4752,https://asd.ices.dk/viewAdvice/2533,Advice,29/05/2019,01/01/2020,31/12/2020,2826,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2020 should be no more than 2826 tonnes.,PA,Catches,,3,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2533,10416
cod.27.21,2019,https://doi.org/10.17895/ices.advice.4745,https://asd.ices.dk/viewAdvice/2535,Advice,26/07/2019,01/01/2020,31/12/2020,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in 2020.,PA,Catches,,3.2,,,,,,2535,13064
sol.27.20-24,2019,https://doi.org/10.17895/ices.advice.4753,https://asd.ices.dk/viewAdvice/2536,Advice,28/06/2019,01/01/2020,31/12/2020,539,600,452,518,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; catches in 2020 that correspond to F ranges in the plan are between 452 tonnes and 600 tonnes. According to the MAP; catches higher than those corresponding to FMSY (539 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,FMSYranges,Catches,,1,,,https://eur-lex.europa.eu/eli/reg/2018/973/oj,EU,,2536,10426
cod.27.22-24,2018,https://doi.org/10.17895/ices.pub.4377,https://asd.ices.dk/viewAdvice/2537,Advice,31/05/2018,01/01/2019,31/12/2019,15021,23992,9094,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; total catches in 2019 that correspond to the F ranges in the plan are between 9094 tonnes and 23 992 tonnes. According to the MAP; catches higher than those corresponding to FMSY (15 021 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES rule. Depending on the management decision for recreational catches; assumed to be between 1754 tonnes and 3227 tonnes; the corresponding commercial catches are between 5867 tonnes and 22 238 tonnes.,FMSYranges,Catches,EC~NEAFC~Norway~UK~Iceland~NASCO,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2537,9830
cod.27.24-32,2018,https://doi.org/10.17895/ices.pub.4378,https://asd.ices.dk/viewAdvice/2538,Advice,31/05/2018,01/01/2019,31/12/2019,16685,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 from the eastern Baltic cod stock should be no more than 16 685 tonnes. This advice applies to all catches from the stock in subdivisions 24–32.,PA,Catches,EC,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2538,9479
her.27.25-2932,2018,https://doi.org/10.17895/ices.pub.4384,https://asd.ices.dk/viewAdvice/2539,Advice,08/06/2018,01/01/2019,31/12/2019,155333,155333,115591,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; catches in 2019 that correspond to the F ranges in the plan are between 115 591 tonnes and 192 787 tonnes. According to the MAP; catches higher than those corresponding to FMSY (155 333 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule. This advice applies to all catches from the stock; including those taken in Subdivision 28.1.,MSY,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,2539,9428
her.27.28,2018,https://doi.org/10.17895/ices.pub.4382,https://asd.ices.dk/viewAdvice/2540,Advice,31/05/2018,01/01/2019,31/12/2019,26932,26932,20664,,,,t,ICES advises that when the EU multiannual plan (MAP) is applied; catches in 2019 that correspond to the F ranges in the plan are between 20 664 tonnes and 31 237 tonnes. According to the MAP; catches higher than those corresponding to FMSY (26 932 tonnes) can only be taken under conditions specified in the MAP. This advice applies to all catches from the stock in subdivisions 28.1 and 28.2.,MSY,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2540,9415
her.27.3031,2018,https://doi.org/10.17895/ices.pub.4383,https://asd.ices.dk/viewAdvice/2541,Advice,08/06/2018,01/01/2019,31/12/2019,88703,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 88 703 tonnes.,MSY,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,,,2541,9779
ple.27.21-23,2018,https://doi.org/10.17895/ices.pub.4385,https://asd.ices.dk/viewAdvice/2542,Advice,31/05/2018,01/01/2019,31/12/2019,15237,,,11651,,,t,ICES advises that when the precautionary approach is applied; as requested by the European Commission; this corresponds to catches in 2019 of no more than 15 237 tonnes.,PA,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2542,9882
ple.27.24-32,2018,https://doi.org/10.17895/ices.pub.4386,https://asd.ices.dk/viewAdvice/2543,Advice,31/05/2018,01/01/2019,31/12/2019,3725,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 should be no more than 3 725 tonnes.,PA,Catches,,3.2,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&rid=1,,,2543,9447
